,date,open,high,low,close,volume
0,2020-01-02 00:00:00+05:30,32133.15,32465.45,32121.4,32443.85,0
1,2020-01-03 00:00:00+05:30,32326.95,32329.8,31960.4,32069.25,0
2,2020-01-06 00:00:00+05:30,31910.45,31914.45,31170.55,31237.15,0
3,2020-01-07 00:00:00+05:30,31598.05,31851.45,31200.9,31399.4,0
4,2020-01-08 00:00:00+05:30,30995.5,31451.85,30899.55,31373.65,0
5,2020-01-09 00:00:00+05:30,31748.25,32172.7,31667.15,32092.4,0
6,2020-01-10 00:00:00+05:30,32215.7,32347.2,31953.4,32097.4,0
7,2020-01-13 00:00:00+05:30,32139.1,32322.65,32074.05,32177.65,0
8,2020-01-14 00:00:00+05:30,32196.45,32196.45,31989.2,32071.65,0
9,2020-01-15 00:00:00+05:30,31994.75,32000.9,31670.35,31824.9,0
10,2020-01-16 00:00:00+05:30,31810.55,31988.9,31692.4,31853.9,0
11,2020-01-17 00:00:00+05:30,31571.65,31773.55,31445.5,31590.65,0
12,2020-01-20 00:00:00+05:30,31923.95,31923.95,31050.95,31080.65,0
13,2020-01-21 00:00:00+05:30,30978.85,31171.25,30858.6,30947.55,0
14,2020-01-22 00:00:00+05:30,31061.6,31149.05,30614.0,30701.45,0
15,2020-01-23 00:00:00+05:30,30742.2,31087.25,30621.35,31004.05,0
16,2020-01-24 00:00:00+05:30,31040.1,31375.45,30879.05,31241.75,0
17,2020-01-27 00:00:00+05:30,31110.55,31227.05,30808.55,30837.4,0
18,2020-01-28 00:00:00+05:30,30922.0,31048.45,30656.35,30761.4,0
19,2020-01-29 00:00:00+05:30,30915.1,31082.85,30835.8,30877.0,0
20,2020-01-30 00:00:00+05:30,30889.25,30909.5,30521.3,30647.4,0
21,2020-01-31 00:00:00+05:30,30950.5,31033.45,30691.8,30833.6,0
22,2020-02-01 00:00:00+05:30,30726.2,30918.6,29753.0,29820.9,0
23,2020-02-03 00:00:00+05:30,29811.75,30105.8,29612.55,30023.25,0
24,2020-02-04 00:00:00+05:30,30235.3,30776.95,30182.45,30686.7,0
25,2020-02-05 00:00:00+05:30,30761.95,31065.85,30630.85,31001.95,0
26,2020-02-06 00:00:00+05:30,31070.75,31470.65,30917.25,31304.05,0
27,2020-02-07 00:00:00+05:30,31367.05,31368.2,31111.05,31201.95,0
28,2020-02-10 00:00:00+05:30,31248.65,31248.8,30957.2,31058.15,0
29,2020-02-11 00:00:00+05:30,31230.2,31505.95,31225.9,31300.6,0
30,2020-02-12 00:00:00+05:30,31441.15,31588.6,31398.15,31492.9,0
31,2020-02-13 00:00:00+05:30,31586.55,31649.45,31180.6,31230.25,0
32,2020-02-14 00:00:00+05:30,31281.85,31436.65,30776.1,30834.8,0
33,2020-02-17 00:00:00+05:30,30873.85,30998.15,30630.5,30680.7,0
34,2020-02-18 00:00:00+05:30,30661.5,30692.75,30252.45,30562.5,0
35,2020-02-19 00:00:00+05:30,30905.0,30947.15,30606.15,30838.2,0
36,2020-02-20 00:00:00+05:30,30862.3,31085.3,30702.45,30942.85,0
37,2020-02-24 00:00:00+05:30,30666.35,30702.15,30428.0,30455.1,0
38,2020-02-25 00:00:00+05:30,30517.0,30610.7,30329.95,30432.7,0
39,2020-02-26 00:00:00+05:30,30279.95,30515.35,30131.75,30306.85,0
40,2020-02-27 00:00:00+05:30,30270.0,30271.95,29914.15,30187.0,0
41,2020-02-28 00:00:00+05:30,29501.55,29564.1,29051.5,29147.15,0
42,2020-03-02 00:00:00+05:30,29701.0,29791.15,28571.7,28868.4,0
43,2020-03-03 00:00:00+05:30,29012.55,29285.35,28749.55,29177.05,0
44,2020-03-04 00:00:00+05:30,29252.95,29273.65,28125.15,28653.7,0
45,2020-03-05 00:00:00+05:30,28830.3,29134.3,28535.6,28815.35,0
46,2020-03-06 00:00:00+05:30,27649.95,28047.2,27162.3,27801.45,0
47,2020-03-09 00:00:00+05:30,27031.45,27091.6,25923.4,26462.6,0
48,2020-03-11 00:00:00+05:30,26272.75,26791.45,26234.1,26487.8,0
49,2020-03-12 00:00:00+05:30,25175.9,25223.1,23536.35,23971.15,0
50,2020-03-13 00:00:00+05:30,22720.75,25670.75,21351.7,25166.45,0
51,2020-03-16 00:00:00+05:30,24061.6,24074.15,23008.25,23101.15,0
52,2020-03-17 00:00:00+05:30,23348.05,23449.5,22002.0,22155.15,0
53,2020-03-18 00:00:00+05:30,22411.85,22544.05,20267.95,20580.2,0
54,2020-03-19 00:00:00+05:30,19428.95,21035.05,18675.65,20083.5,0
55,2020-03-20 00:00:00+05:30,19898.3,20924.55,19265.0,20317.6,0
56,2020-03-23 00:00:00+05:30,18311.3,18895.65,16791.05,16917.65,0
57,2020-03-24 00:00:00+05:30,17705.85,17841.4,16116.25,17107.3,0
58,2020-03-25 00:00:00+05:30,16759.95,18740.2,16635.5,18481.05,0
59,2020-03-26 00:00:00+05:30,18781.85,20409.35,18364.5,19613.9,0
60,2020-03-27 00:00:00+05:30,20801.6,21462.4,19580.1,19969.0,0
61,2020-03-30 00:00:00+05:30,19254.45,19716.25,18668.7,18782.4,0
62,2020-03-31 00:00:00+05:30,19307.65,19466.3,18792.4,19144.0,0
63,2020-04-01 00:00:00+05:30,19122.4,19154.75,18042.25,18208.35,0
64,2020-04-03 00:00:00+05:30,18325.05,18326.1,17143.2,17249.3,0
65,2020-04-07 00:00:00+05:30,18454.55,19190.55,17953.75,19062.5,0
66,2020-04-08 00:00:00+05:30,18799.4,20324.1,18482.9,18946.45,0
67,2020-04-09 00:00:00+05:30,19553.15,19988.3,19166.9,19913.6,0
68,2020-04-13 00:00:00+05:30,19854.9,19887.05,19294.0,19488.0,0
69,2020-04-15 00:00:00+05:30,20096.35,20184.1,18776.75,19057.05,0
70,2020-04-16 00:00:00+05:30,18957.15,19520.3,18703.45,19400.0,0
71,2020-04-17 00:00:00+05:30,20394.75,20866.55,19729.3,20681.45,0
72,2020-04-20 00:00:00+05:30,21104.7,21122.1,20444.25,20522.65,0
73,2020-04-21 00:00:00+05:30,19812.05,19891.45,19247.95,19409.35,0
74,2020-04-22 00:00:00+05:30,19306.95,19806.35,19051.95,19701.85,0
75,2020-04-23 00:00:00+05:30,19871.35,20356.5,19584.4,20267.95,0
76,2020-04-24 00:00:00+05:30,19697.65,19950.15,19515.4,19586.65,0
77,2020-04-27 00:00:00+05:30,19870.8,20224.75,19847.65,20081.15,0
78,2020-04-28 00:00:00+05:30,20436.6,20751.3,20260.8,20671.1,0
79,2020-04-29 00:00:00+05:30,20440.4,21348.15,20393.65,21090.2,0
80,2020-04-30 00:00:00+05:30,21589.2,21967.0,21353.65,21534.5,0
81,2020-05-04 00:00:00+05:30,20514.75,20530.45,19643.6,19743.75,0
82,2020-05-05 00:00:00+05:30,20147.3,20223.15,19212.35,19271.75,0
83,2020-05-06 00:00:00+05:30,19302.45,19806.6,18941.0,19694.55,0
84,2020-05-07 00:00:00+05:30,19536.05,19757.25,19332.15,19491.8,0
85,2020-05-08 00:00:00+05:30,19844.0,19969.6,19285.05,19352.9,0
86,2020-05-11 00:00:00+05:30,19610.45,19733.4,18900.9,18950.5,0
87,2020-05-12 00:00:00+05:30,18751.4,18993.4,18287.0,18862.85,0
88,2020-05-13 00:00:00+05:30,20017.75,20122.25,19429.9,19634.95,0
89,2020-05-14 00:00:00+05:30,19197.7,19380.1,19024.75,19068.5,0
90,2020-05-15 00:00:00+05:30,19098.8,19119.1,18683.65,18833.95,0
91,2020-05-18 00:00:00+05:30,18795.1,18795.1,17514.2,17573.2,0
92,2020-05-19 00:00:00+05:30,18037.15,18175.3,17390.65,17486.25,0
93,2020-05-20 00:00:00+05:30,17486.5,18002.65,17407.7,17840.2,0
94,2020-05-21 00:00:00+05:30,17901.95,18200.7,17658.55,17735.1,0
95,2020-05-22 00:00:00+05:30,17554.25,17952.25,17105.0,17278.9,0
96,2020-05-26 00:00:00+05:30,17537.65,17681.7,17311.25,17440.35,0
97,2020-05-27 00:00:00+05:30,17603.4,18874.25,17560.35,18710.55,0
98,2020-05-28 00:00:00+05:30,18924.45,19455.55,18818.95,19169.8,0
99,2020-05-29 00:00:00+05:30,18962.0,19358.05,18729.9,19297.25,0
100,2020-06-01 00:00:00+05:30,19728.9,20225.35,19632.9,19959.9,0
101,2020-06-02 00:00:00+05:30,20120.6,20615.75,19852.55,20530.2,0
102,2020-06-03 00:00:00+05:30,20966.6,21619.55,20822.0,20940.7,0
103,2020-06-04 00:00:00+05:30,20932.35,21141.8,20316.2,20390.45,0
104,2020-06-05 00:00:00+05:30,20516.4,21198.7,20425.05,21034.5,0
105,2020-06-08 00:00:00+05:30,21636.1,21807.4,20911.25,21187.35,0
106,2020-06-09 00:00:00+05:30,21295.5,21568.85,20629.7,20724.9,0
107,2020-06-10 00:00:00+05:30,20760.95,21251.45,20671.55,21100.1,0
108,2020-06-11 00:00:00+05:30,21084.7,21244.45,20458.3,20525.15,0
109,2020-06-12 00:00:00+05:30,19529.3,20747.7,19526.1,20654.55,0
110,2020-06-15 00:00:00+05:30,20457.15,20470.85,19740.2,19912.9,0
111,2020-06-16 00:00:00+05:30,20500.65,20638.85,19507.05,20296.7,0
112,2020-06-17 00:00:00+05:30,20137.45,20627.9,19978.15,20201.75,0
113,2020-06-18 00:00:00+05:30,20137.6,21028.35,20030.35,20956.3,0
114,2020-06-19 00:00:00+05:30,20970.1,21467.65,20878.25,21338.1,0
115,2020-06-22 00:00:00+05:30,21491.55,22078.25,21425.55,21708.35,0
116,2020-06-23 00:00:00+05:30,21859.25,22322.3,21647.8,22264.9,0
117,2020-06-24 00:00:00+05:30,22479.35,22479.55,21336.35,21426.8,0
118,2020-06-25 00:00:00+05:30,21218.05,21703.5,20926.45,21506.15,0
119,2020-06-26 00:00:00+05:30,21735.05,21784.65,21320.1,21592.05,0
120,2020-06-29 00:00:00+05:30,21291.55,21440.05,21026.45,21359.0,0
121,2020-06-30 00:00:00+05:30,21524.3,21650.5,21212.0,21370.15,0
122,2020-07-01 00:00:00+05:30,21354.1,22061.6,21281.85,21977.6,0
123,2020-07-02 00:00:00+05:30,22133.8,22344.85,21890.5,21953.2,0
124,2020-07-03 00:00:00+05:30,22101.75,22130.3,21768.0,21852.4,0
125,2020-07-06 00:00:00+05:30,22270.95,22399.25,22171.05,22198.95,0
126,2020-07-07 00:00:00+05:30,22254.3,22674.5,22040.35,22628.0,0
127,2020-07-08 00:00:00+05:30,22700.9,23080.6,22499.5,22584.65,0
128,2020-07-09 00:00:00+05:30,22753.15,22998.3,22673.4,22907.2,0
129,2020-07-10 00:00:00+05:30,22720.95,22835.2,22320.05,22398.45,0
130,2020-07-13 00:00:00+05:30,22613.25,22657.4,21981.65,22089.25,0
131,2020-07-14 00:00:00+05:30,21877.6,21909.7,21222.45,21392.2,0
132,2020-07-15 00:00:00+05:30,21634.25,21935.5,21230.55,21340.75,0
133,2020-07-16 00:00:00+05:30,21453.25,21671.25,21027.85,21597.15,0
134,2020-07-17 00:00:00+05:30,21608.05,22065.0,21550.8,21966.8,0
135,2020-07-20 00:00:00+05:30,22307.3,22520.45,22187.8,22321.85,0
136,2020-07-21 00:00:00+05:30,22639.85,22861.9,22597.95,22782.0,0
137,2020-07-22 00:00:00+05:30,23159.0,23211.35,22658.2,22882.6,0
138,2020-07-23 00:00:00+05:30,22854.85,23122.35,22734.9,23083.9,0
139,2020-07-24 00:00:00+05:30,22853.2,22854.05,22417.2,22662.05,0
140,2020-07-27 00:00:00+05:30,22664.6,22668.05,21801.35,21848.75,0
141,2020-07-28 00:00:00+05:30,21940.15,22233.0,21611.4,22105.2,0
142,2020-07-29 00:00:00+05:30,22075.0,22346.4,21906.35,22076.6,0
143,2020-07-30 00:00:00+05:30,22195.05,22252.6,21580.15,21646.85,0
144,2020-07-31 00:00:00+05:30,21730.55,21806.95,21375.0,21640.05,0
145,2020-08-03 00:00:00+05:30,21543.8,21543.8,21031.45,21072.1,0
146,2020-08-04 00:00:00+05:30,21248.25,21576.35,21057.75,21490.5,0
147,2020-08-05 00:00:00+05:30,21686.85,21936.5,21448.4,21509.95,0
148,2020-08-06 00:00:00+05:30,21644.25,21926.55,21370.3,21642.6,0
149,2020-08-07 00:00:00+05:30,21620.25,21787.25,21451.3,21754.0,0
150,2020-08-10 00:00:00+05:30,21824.9,22071.95,21795.1,21900.25,0
151,2020-08-11 00:00:00+05:30,22050.2,22277.6,22039.85,22227.2,0
152,2020-08-12 00:00:00+05:30,22135.95,22326.55,21990.2,22264.0,0
153,2020-08-13 00:00:00+05:30,22395.2,22439.95,22139.6,22196.35,0
154,2020-08-14 00:00:00+05:30,22334.95,22334.95,21459.1,21679.4,0
155,2020-08-17 00:00:00+05:30,21906.95,21909.4,21403.15,21700.85,0
156,2020-08-18 00:00:00+05:30,21702.0,22227.75,21629.4,22170.6,0
157,2020-08-19 00:00:00+05:30,22315.4,22419.35,22234.25,22285.9,0
158,2020-08-20 00:00:00+05:30,21989.9,22079.9,21886.7,21999.45,0
159,2020-08-21 00:00:00+05:30,22190.7,22344.05,22165.05,22299.6,0
160,2020-08-24 00:00:00+05:30,22436.85,22897.5,22410.05,22833.0,0
161,2020-08-25 00:00:00+05:30,22973.4,23180.3,22857.9,23092.15,0
162,2020-08-26 00:00:00+05:30,23175.55,23453.4,23093.15,23414.2,0
163,2020-08-27 00:00:00+05:30,23511.45,23704.05,23464.15,23600.35,0
164,2020-08-28 00:00:00+05:30,23635.3,24611.8,23599.2,24523.8,0
165,2020-08-31 00:00:00+05:30,25038.8,25232.6,23385.3,23754.35,0
166,2020-09-01 00:00:00+05:30,23893.8,24199.65,23473.15,23812.0,0
167,2020-09-02 00:00:00+05:30,23769.0,23926.15,23482.55,23874.55,0
168,2020-09-03 00:00:00+05:30,23986.15,24051.6,23451.65,23530.85,0
169,2020-09-04 00:00:00+05:30,23119.15,23394.8,22876.9,23011.5,0
170,2020-09-07 00:00:00+05:30,23036.25,23109.1,22716.25,22945.05,0
171,2020-09-08 00:00:00+05:30,22971.2,23064.15,22641.4,22744.4,0
172,2020-09-09 00:00:00+05:30,22486.7,22554.6,22080.4,22267.0,0
173,2020-09-10 00:00:00+05:30,22466.55,22678.65,22225.25,22466.2,0
174,2020-09-11 00:00:00+05:30,22509.95,22668.75,22205.95,22479.95,0
175,2020-09-14 00:00:00+05:30,22683.35,22757.3,22028.15,22101.25,0
176,2020-09-15 00:00:00+05:30,22202.8,22514.15,22062.35,22465.65,0
177,2020-09-16 00:00:00+05:30,22476.3,22659.4,22216.5,22573.55,0
178,2020-09-17 00:00:00+05:30,22352.0,22504.45,22267.05,22320.35,0
179,2020-09-18 00:00:00+05:30,22439.35,22469.4,21784.9,22031.05,0
180,2020-09-21 00:00:00+05:30,21983.4,22098.85,21274.3,21366.8,0
181,2020-09-22 00:00:00+05:30,21445.25,21473.35,20958.45,21139.1,0
182,2020-09-23 00:00:00+05:30,21350.8,21365.05,20821.0,21178.5,0
183,2020-09-24 00:00:00+05:30,20898.8,20955.6,20404.9,20456.85,0
184,2020-09-25 00:00:00+05:30,20740.8,21064.3,20430.7,20982.35,0
185,2020-09-28 00:00:00+05:30,21152.05,21708.85,21055.1,21665.5,0
186,2020-09-29 00:00:00+05:30,21770.9,21811.5,21280.6,21411.3,0
187,2020-09-30 00:00:00+05:30,21405.25,21549.35,21128.5,21451.8,0
188,2020-10-01 00:00:00+05:30,21685.25,22293.75,21664.15,22246.0,0
189,2020-10-05 00:00:00+05:30,22352.1,22768.55,22247.25,22370.95,0
190,2020-10-06 00:00:00+05:30,22673.05,22893.5,22521.05,22853.7,0
